docente_id,dia,hora,estado
351,JUEVES,08:30,disponible
351,JUEVES,09:15,disponible
351,JUEVES,10:15,disponible
351,JUEVES,11:00,disponible
351,JUEVES,12:00,disponible
351,JUEVES,12:45,disponible
351,JUEVES,14:30,disponible
351,JUEVES,15:15,disponible
351,JUEVES,16:15,disponible
351,JUEVES,17:00,disponible
351,JUEVES,18:00,disponible
351,JUEVES,18:45,disponible
351,JUEVES,19:45,disponible
351,JUEVES,20:30,disponible
351,VIERNES,08:30,disponible
351,VIERNES,09:15,disponible
351,VIERNES,10:15,disponible
351,VIERNES,11:00,disponible
351,VIERNES,12:00,disponible
351,VIERNES,12:45,disponible
351,VIERNES,14:30,disponible
351,VIERNES,15:15,disponible
351,VIERNES,16:15,disponible
351,VIERNES,17:00,disponible
351,VIERNES,18:00,disponible
351,VIERNES,18:45,disponible
351,VIERNES,19:45,disponible
351,VIERNES,20:30,disponible
354,LUNES,08:30,disponible
354,LUNES,09:15,disponible
354,LUNES,10:15,disponible
354,LUNES,11:00,disponible
354,LUNES,12:00,disponible
354,LUNES,12:45,disponible
354,LUNES,14:30,disponible
354,LUNES,15:15,disponible
354,LUNES,16:15,disponible
354,LUNES,17:00,disponible
354,LUNES,18:00,disponible
354,LUNES,18:45,disponible
354,LUNES,19:45,disponible
354,LUNES,20:30,disponible
354,MARTES,08:30,disponible
354,MARTES,09:15,disponible
354,MARTES,10:15,disponible
354,MARTES,11:00,disponible
354,MARTES,12:00,disponible
354,MARTES,12:45,disponible
354,MARTES,14:30,disponible
354,MARTES,15:15,disponible
354,MARTES,16:15,disponible
354,MARTES,17:00,disponible
354,MARTES,18:00,disponible
354,MARTES,18:45,disponible
354,MARTES,19:45,disponible
354,MARTES,20:30,disponible
354,MIERCOLES,08:30,disponible
354,MIERCOLES,09:15,disponible
354,MIERCOLES,10:15,disponible
354,MIERCOLES,11:00,disponible
354,MIERCOLES,12:00,disponible
354,MIERCOLES,12:45,disponible
354,MIERCOLES,14:30,disponible
354,MIERCOLES,15:15,disponible
354,MIERCOLES,16:15,disponible
354,MIERCOLES,17:00,disponible
354,MIERCOLES,18:00,disponible
354,MIERCOLES,18:45,disponible
354,MIERCOLES,19:45,disponible
354,MIERCOLES,20:30,disponible
354,JUEVES,08:30,disponible
354,JUEVES,09:15,disponible
354,JUEVES,10:15,disponible
354,JUEVES,11:00,disponible
354,JUEVES,12:00,disponible
354,JUEVES,12:45,disponible
354,JUEVES,14:30,disponible
354,JUEVES,15:15,disponible
354,JUEVES,16:15,disponible
354,JUEVES,17:00,disponible
354,JUEVES,18:00,disponible
354,JUEVES,18:45,disponible
354,JUEVES,19:45,disponible
354,JUEVES,20:30,disponible
354,VIERNES,08:30,disponible
354,VIERNES,09:15,disponible
354,VIERNES,10:15,disponible
354,VIERNES,11:00,disponible
354,VIERNES,12:00,disponible
354,VIERNES,12:45,disponible
354,VIERNES,14:30,disponible
354,VIERNES,15:15,disponible
354,VIERNES,16:15,disponible
354,VIERNES,17:00,disponible
354,VIERNES,18:00,disponible
354,VIERNES,18:45,disponible
354,VIERNES,19:45,disponible
354,VIERNES,20:30,disponible
384,LUNES,08:30,disponible
384,LUNES,09:15,disponible
384,LUNES,10:15,disponible
384,LUNES,11:00,disponible
384,LUNES,12:00,disponible
384,LUNES,12:45,disponible
384,LUNES,14:30,disponible
384,LUNES,15:15,disponible
384,LUNES,16:15,disponible
384,LUNES,17:00,disponible
384,LUNES,18:00,disponible
384,LUNES,18:45,disponible
384,LUNES,19:45,disponible
384,LUNES,20:30,disponible
384,MARTES,08:30,disponible
384,MARTES,09:15,disponible
384,MARTES,10:15,disponible
384,MARTES,11:00,disponible
384,MARTES,12:00,disponible
384,MARTES,12:45,disponible
384,MARTES,14:30,disponible
384,MARTES,15:15,disponible
384,MARTES,16:15,disponible
384,MARTES,17:00,disponible
384,MARTES,18:00,disponible
384,MARTES,18:45,disponible
384,MARTES,19:45,disponible
384,MARTES,20:30,disponible
384,MIERCOLES,08:30,disponible
384,MIERCOLES,09:15,disponible
384,MIERCOLES,10:15,disponible
384,MIERCOLES,11:00,disponible
384,MIERCOLES,12:00,disponible
384,MIERCOLES,12:45,disponible
384,MIERCOLES,14:30,disponible
384,MIERCOLES,15:15,disponible
384,MIERCOLES,16:15,disponible
384,MIERCOLES,17:00,disponible
384,MIERCOLES,18:00,disponible
384,MIERCOLES,18:45,disponible
384,MIERCOLES,19:45,disponible
384,MIERCOLES,20:30,disponible
384,JUEVES,08:30,disponible
384,JUEVES,09:15,disponible
384,JUEVES,10:15,disponible
384,JUEVES,11:00,disponible
384,JUEVES,12:00,disponible
384,JUEVES,12:45,disponible
384,JUEVES,14:30,disponible
384,JUEVES,15:15,disponible
384,JUEVES,16:15,disponible
384,JUEVES,17:00,disponible
384,JUEVES,18:00,disponible
384,JUEVES,18:45,disponible
384,JUEVES,19:45,disponible
384,JUEVES,20:30,disponible
384,VIERNES,08:30,disponible
384,VIERNES,09:15,disponible
384,VIERNES,10:15,disponible
384,VIERNES,11:00,disponible
384,VIERNES,12:00,disponible
384,VIERNES,12:45,disponible
384,VIERNES,14:30,disponible
384,VIERNES,15:15,disponible
384,VIERNES,16:15,disponible
384,VIERNES,17:00,disponible
384,VIERNES,18:00,disponible
384,VIERNES,18:45,disponible
384,VIERNES,19:45,disponible
384,VIERNES,20:30,disponible
364,LUNES,08:30,disponible
364,LUNES,09:15,disponible
364,LUNES,10:15,disponible
364,LUNES,11:00,disponible
364,LUNES,12:00,disponible
364,LUNES,12:45,disponible
364,LUNES,14:30,disponible
364,LUNES,15:15,disponible
364,LUNES,16:15,disponible
364,LUNES,17:00,disponible
364,LUNES,18:00,disponible
364,LUNES,18:45,disponible
364,LUNES,19:45,disponible
364,LUNES,20:30,disponible
364,MARTES,08:30,disponible
364,MARTES,09:15,disponible
364,MARTES,10:15,disponible
364,MARTES,11:00,disponible
364,MARTES,12:00,disponible
364,MARTES,12:45,disponible
364,MARTES,14:30,disponible
364,MARTES,15:15,disponible
364,MARTES,16:15,disponible
364,MARTES,17:00,disponible
364,MARTES,18:00,disponible
364,MARTES,18:45,disponible
364,MARTES,19:45,disponible
364,MARTES,20:30,disponible
364,MIERCOLES,08:30,disponible
364,MIERCOLES,09:15,disponible
364,MIERCOLES,10:15,disponible
364,MIERCOLES,11:00,disponible
364,MIERCOLES,12:00,disponible
364,MIERCOLES,12:45,disponible
364,MIERCOLES,14:30,disponible
364,MIERCOLES,15:15,disponible
364,MIERCOLES,16:15,disponible
364,MIERCOLES,17:00,disponible
364,MIERCOLES,18:00,disponible
364,MIERCOLES,18:45,disponible
364,MIERCOLES,19:45,disponible
364,MIERCOLES,20:30,disponible
364,JUEVES,08:30,disponible
364,JUEVES,09:15,disponible
364,JUEVES,10:15,disponible
364,JUEVES,11:00,disponible
364,JUEVES,12:00,disponible
364,JUEVES,12:45,disponible
364,JUEVES,14:30,disponible
364,JUEVES,15:15,disponible
364,JUEVES,16:15,disponible
364,JUEVES,17:00,disponible
364,JUEVES,18:00,disponible
364,JUEVES,18:45,disponible
364,JUEVES,19:45,disponible
364,JUEVES,20:30,disponible
364,VIERNES,08:30,disponible
364,VIERNES,09:15,disponible
364,VIERNES,10:15,disponible
364,VIERNES,11:00,disponible
364,VIERNES,12:00,disponible
364,VIERNES,12:45,disponible
364,VIERNES,14:30,disponible
364,VIERNES,15:15,disponible
364,VIERNES,16:15,disponible
364,VIERNES,17:00,disponible
364,VIERNES,18:00,disponible
364,VIERNES,18:45,disponible
364,VIERNES,19:45,disponible
364,VIERNES,20:30,disponible
334,LUNES,08:30,disponible
334,LUNES,09:15,disponible
334,LUNES,10:15,disponible
334,LUNES,11:00,disponible
334,LUNES,12:00,disponible
334,LUNES,12:45,disponible
334,LUNES,14:30,disponible
334,LUNES,15:15,disponible
334,LUNES,16:15,disponible
334,LUNES,17:00,disponible
334,LUNES,18:00,disponible
334,LUNES,18:45,disponible
334,LUNES,19:45,disponible
334,LUNES,20:30,disponible
334,MARTES,08:30,disponible
334,MARTES,09:15,disponible
334,MARTES,10:15,disponible
334,MARTES,11:00,disponible
334,MARTES,12:00,disponible
334,MARTES,12:45,disponible
334,MARTES,14:30,disponible
334,MARTES,15:15,disponible
334,MARTES,16:15,disponible
334,MARTES,17:00,disponible
334,MARTES,18:00,disponible
334,MARTES,18:45,disponible
334,MARTES,19:45,disponible
334,MARTES,20:30,disponible
334,MIERCOLES,08:30,disponible
334,MIERCOLES,09:15,disponible
334,MIERCOLES,10:15,disponible
334,MIERCOLES,11:00,disponible
334,MIERCOLES,12:00,disponible
334,MIERCOLES,12:45,disponible
334,MIERCOLES,14:30,disponible
334,MIERCOLES,15:15,disponible
334,MIERCOLES,16:15,disponible
334,MIERCOLES,17:00,disponible
334,MIERCOLES,18:00,disponible
334,MIERCOLES,18:45,disponible
334,MIERCOLES,19:45,disponible
334,MIERCOLES,20:30,disponible
334,JUEVES,08:30,disponible
334,JUEVES,09:15,disponible
334,JUEVES,10:15,disponible
334,JUEVES,11:00,disponible
334,JUEVES,12:00,disponible
334,JUEVES,12:45,disponible
334,JUEVES,14:30,disponible
334,JUEVES,15:15,disponible
334,JUEVES,16:15,disponible
334,JUEVES,17:00,disponible
334,JUEVES,18:00,disponible
334,JUEVES,18:45,disponible
334,JUEVES,19:45,disponible
334,JUEVES,20:30,disponible
334,VIERNES,08:30,disponible
334,VIERNES,09:15,disponible
334,VIERNES,10:15,disponible
334,VIERNES,11:00,disponible
334,VIERNES,12:00,disponible
334,VIERNES,12:45,disponible
334,VIERNES,14:30,disponible
334,VIERNES,15:15,disponible
334,VIERNES,16:15,disponible
334,VIERNES,17:00,disponible
334,VIERNES,18:00,disponible
334,VIERNES,18:45,disponible
334,VIERNES,19:45,disponible
334,VIERNES,20:30,disponible
369,LUNES,08:30,disponible
369,LUNES,09:15,disponible
369,LUNES,10:15,disponible
369,LUNES,11:00,disponible
369,LUNES,12:00,disponible
369,LUNES,12:45,disponible
369,LUNES,14:30,disponible
369,LUNES,15:15,disponible
369,LUNES,16:15,disponible
369,LUNES,17:00,disponible
369,LUNES,18:00,disponible
369,LUNES,18:45,disponible
369,LUNES,19:45,disponible
369,LUNES,20:30,disponible
369,MARTES,08:30,disponible
369,MARTES,09:15,disponible
369,MARTES,10:15,disponible
369,MARTES,11:00,disponible
369,MARTES,12:00,disponible
369,MARTES,12:45,disponible
369,MARTES,14:30,disponible
369,MARTES,15:15,disponible
369,MARTES,16:15,disponible
369,MARTES,17:00,disponible
369,MARTES,18:00,disponible
369,MARTES,18:45,disponible
369,MARTES,19:45,disponible
369,MARTES,20:30,disponible
369,MIERCOLES,08:30,disponible
369,MIERCOLES,09:15,disponible
369,MIERCOLES,10:15,disponible
369,MIERCOLES,11:00,disponible
369,MIERCOLES,12:00,disponible
369,MIERCOLES,12:45,disponible
369,MIERCOLES,14:30,disponible
369,MIERCOLES,15:15,disponible
369,MIERCOLES,16:15,disponible
369,MIERCOLES,17:00,disponible
369,MIERCOLES,18:00,disponible
369,MIERCOLES,18:45,disponible
369,MIERCOLES,19:45,disponible
369,MIERCOLES,20:30,disponible
369,JUEVES,08:30,disponible
369,JUEVES,09:15,disponible
369,JUEVES,10:15,disponible
369,JUEVES,11:00,disponible
369,JUEVES,12:00,disponible
369,JUEVES,12:45,disponible
369,JUEVES,14:30,disponible
369,JUEVES,15:15,disponible
369,JUEVES,16:15,disponible
369,JUEVES,17:00,disponible
369,JUEVES,18:00,disponible
369,JUEVES,18:45,disponible
369,JUEVES,19:45,disponible
369,JUEVES,20:30,disponible
369,VIERNES,08:30,disponible
369,VIERNES,09:15,disponible
369,VIERNES,10:15,disponible
369,VIERNES,11:00,disponible
369,VIERNES,12:00,disponible
369,VIERNES,12:45,disponible
369,VIERNES,14:30,disponible
369,VIERNES,15:15,disponible
369,VIERNES,16:15,disponible
369,VIERNES,17:00,disponible
369,VIERNES,18:00,disponible
369,VIERNES,18:45,disponible
369,VIERNES,19:45,disponible
369,VIERNES,20:30,disponible
339,LUNES,08:30,disponible
339,LUNES,09:15,disponible
339,LUNES,10:15,disponible
339,LUNES,11:00,disponible
339,LUNES,12:00,disponible
339,LUNES,12:45,disponible
339,LUNES,14:30,disponible
339,LUNES,15:15,disponible
339,LUNES,16:15,disponible
339,LUNES,17:00,disponible
339,LUNES,18:00,disponible
339,LUNES,18:45,disponible
339,LUNES,19:45,disponible
339,LUNES,20:30,disponible
339,MARTES,08:30,disponible
339,MARTES,09:15,disponible
339,MARTES,10:15,disponible
339,MARTES,11:00,disponible
339,MARTES,12:00,disponible
339,MARTES,12:45,disponible
339,MARTES,14:30,disponible
339,MARTES,15:15,disponible
339,MARTES,16:15,disponible
339,MARTES,17:00,disponible
339,MARTES,18:00,disponible
339,MARTES,18:45,disponible
339,MARTES,19:45,disponible
339,MARTES,20:30,disponible
339,MIERCOLES,08:30,disponible
339,MIERCOLES,09:15,disponible
339,MIERCOLES,10:15,disponible
339,MIERCOLES,11:00,disponible
339,MIERCOLES,12:00,disponible
339,MIERCOLES,12:45,disponible
339,MIERCOLES,14:30,disponible
339,MIERCOLES,15:15,disponible
339,MIERCOLES,16:15,disponible
339,MIERCOLES,17:00,disponible
339,MIERCOLES,18:00,disponible
339,MIERCOLES,18:45,disponible
339,MIERCOLES,19:45,disponible
339,MIERCOLES,20:30,disponible
339,JUEVES,08:30,disponible
339,JUEVES,09:15,disponible
339,JUEVES,10:15,disponible
339,JUEVES,11:00,disponible
339,JUEVES,12:00,disponible
339,JUEVES,12:45,disponible
339,JUEVES,14:30,disponible
339,JUEVES,15:15,disponible
339,JUEVES,16:15,disponible
339,JUEVES,17:00,disponible
339,JUEVES,18:00,disponible
339,JUEVES,18:45,disponible
339,JUEVES,19:45,disponible
339,JUEVES,20:30,disponible
339,VIERNES,08:30,disponible
339,VIERNES,09:15,disponible
339,VIERNES,10:15,disponible
339,VIERNES,11:00,disponible
339,VIERNES,12:00,disponible
339,VIERNES,12:45,disponible
339,VIERNES,14:30,disponible
339,VIERNES,15:15,disponible
339,VIERNES,16:15,disponible
339,VIERNES,17:00,disponible
339,VIERNES,18:00,disponible
339,VIERNES,18:45,disponible
339,VIERNES,19:45,disponible
339,VIERNES,20:30,disponible
348,LUNES,08:30,disponible
348,LUNES,09:15,disponible
348,LUNES,10:15,disponible
348,LUNES,11:00,disponible
348,LUNES,12:00,disponible
348,LUNES,12:45,disponible
348,LUNES,14:30,disponible
348,LUNES,15:15,disponible
348,LUNES,16:15,disponible
348,LUNES,17:00,disponible
348,LUNES,18:00,disponible
348,LUNES,18:45,disponible
348,LUNES,19:45,disponible
348,LUNES,20:30,disponible
348,MARTES,08:30,disponible
348,MARTES,09:15,disponible
348,MARTES,10:15,disponible
348,MARTES,11:00,disponible
348,MARTES,12:00,disponible
348,MARTES,12:45,disponible
348,MARTES,14:30,disponible
348,MARTES,15:15,disponible
348,MARTES,16:15,disponible
348,MARTES,17:00,disponible
348,MARTES,18:00,disponible
348,MARTES,18:45,disponible
348,MARTES,19:45,disponible
348,MARTES,20:30,disponible
348,MIERCOLES,08:30,disponible
348,MIERCOLES,09:15,disponible
348,MIERCOLES,10:15,disponible
348,MIERCOLES,11:00,disponible
348,MIERCOLES,12:00,disponible
348,MIERCOLES,12:45,disponible
348,MIERCOLES,14:30,disponible
348,MIERCOLES,15:15,disponible
348,MIERCOLES,16:15,disponible
348,MIERCOLES,17:00,disponible
348,MIERCOLES,18:00,disponible
348,MIERCOLES,18:45,disponible
348,MIERCOLES,19:45,disponible
348,MIERCOLES,20:30,disponible
348,JUEVES,08:30,disponible
348,JUEVES,09:15,disponible
348,JUEVES,10:15,disponible
348,JUEVES,11:00,disponible
348,JUEVES,12:00,disponible
348,JUEVES,12:45,disponible
348,JUEVES,14:30,disponible
348,JUEVES,15:15,disponible
348,JUEVES,16:15,disponible
348,JUEVES,17:00,disponible
348,JUEVES,18:00,disponible
348,JUEVES,18:45,disponible
348,JUEVES,19:45,disponible
348,JUEVES,20:30,disponible
348,VIERNES,08:30,disponible
348,VIERNES,09:15,disponible
348,VIERNES,10:15,disponible
348,VIERNES,11:00,disponible
348,VIERNES,12:00,disponible
348,VIERNES,12:45,disponible
348,VIERNES,14:30,disponible
348,VIERNES,15:15,disponible
348,VIERNES,16:15,disponible
348,VIERNES,17:00,disponible
348,VIERNES,18:00,disponible
348,VIERNES,18:45,disponible
348,VIERNES,19:45,disponible
348,VIERNES,20:30,disponible
378,LUNES,08:30,disponible
378,LUNES,09:15,disponible
378,LUNES,10:15,disponible
378,LUNES,11:00,disponible
378,LUNES,12:00,disponible
378,LUNES,12:45,disponible
378,LUNES,14:30,disponible
378,LUNES,15:15,disponible
378,LUNES,16:15,disponible
378,LUNES,17:00,disponible
378,LUNES,18:00,disponible
378,LUNES,18:45,disponible
378,LUNES,19:45,disponible
378,LUNES,20:30,disponible
378,MARTES,08:30,disponible
378,MARTES,09:15,disponible
378,MARTES,10:15,disponible
378,MARTES,11:00,disponible
378,MARTES,12:00,disponible
378,MARTES,12:45,disponible
378,MARTES,14:30,disponible
378,MARTES,15:15,disponible
378,MARTES,16:15,disponible
378,MARTES,17:00,disponible
378,MARTES,18:00,disponible
378,MARTES,18:45,disponible
378,MARTES,19:45,disponible
378,MARTES,20:30,disponible
378,MIERCOLES,08:30,disponible
378,MIERCOLES,09:15,disponible
378,MIERCOLES,10:15,disponible
378,MIERCOLES,11:00,disponible
378,MIERCOLES,12:00,disponible
378,MIERCOLES,12:45,disponible
378,MIERCOLES,14:30,disponible
378,MIERCOLES,15:15,disponible
378,MIERCOLES,16:15,disponible
378,MIERCOLES,17:00,disponible
378,MIERCOLES,18:00,disponible
378,MIERCOLES,18:45,disponible
378,MIERCOLES,19:45,disponible
378,MIERCOLES,20:30,disponible
378,JUEVES,08:30,disponible
378,JUEVES,09:15,disponible
378,JUEVES,10:15,disponible
378,JUEVES,11:00,disponible
378,JUEVES,12:00,disponible
378,JUEVES,12:45,disponible
378,JUEVES,14:30,disponible
378,JUEVES,15:15,disponible
378,JUEVES,16:15,disponible
378,JUEVES,17:00,disponible
378,JUEVES,18:00,disponible
378,JUEVES,18:45,disponible
378,JUEVES,19:45,disponible
378,JUEVES,20:30,disponible
378,VIERNES,08:30,disponible
378,VIERNES,09:15,disponible
378,VIERNES,10:15,disponible
378,VIERNES,11:00,disponible
378,VIERNES,12:00,disponible
378,VIERNES,12:45,disponible
378,VIERNES,14:30,disponible
378,VIERNES,15:15,disponible
378,VIERNES,16:15,disponible
378,VIERNES,17:00,disponible
378,VIERNES,18:00,disponible
378,VIERNES,18:45,disponible
378,VIERNES,19:45,disponible
378,VIERNES,20:30,disponible
356,LUNES,08:30,disponible
356,LUNES,09:15,disponible
356,LUNES,10:15,disponible
356,LUNES,11:00,disponible
356,LUNES,12:00,disponible
356,LUNES,12:45,disponible
356,LUNES,14:30,disponible
356,LUNES,15:15,disponible
356,LUNES,16:15,disponible
356,LUNES,17:00,disponible
356,LUNES,18:00,disponible
356,LUNES,18:45,disponible
356,LUNES,19:45,disponible
